,Compound,Date,Negative,Neutral,Positive,Tweets ago,tweet_text,twitter source account
72,-0.6908,Thu Aug 30 19:45:51 +0000 2018,0.239,0.761,0.0,73,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",@CBS
71,0.0,Fri Aug 31 18:01:01 +0000 2018,0.0,1.0,0.0,72,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",@CBS
70,0.0,Fri Aug 31 21:26:49 +0000 2018,0.0,1.0,0.0,71,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",@CBS
69,0.6514,Sat Sep 01 15:25:34 +0000 2018,0.0,0.829,0.171,70,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,@CBS
68,0.4215,Tue Sep 04 20:34:26 +0000 2018,0.0,0.865,0.135,69,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,@CBS
67,0.6908,Wed Sep 05 16:48:09 +0000 2018,0.0,0.467,0.533,68,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",@CBS
66,0.3612,Wed Sep 05 17:32:40 +0000 2018,0.0,0.889,0.111,67,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,@CBS
65,0.0,Wed Sep 05 21:00:00 +0000 2018,0.0,1.0,0.0,66,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,@CBS
64,0.4753,Thu Sep 06 19:00:01 +0000 2018,0.0,0.808,0.192,65,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,@CBS
63,-0.296,Thu Sep 06 22:10:49 +0000 2018,0.121,0.879,0.0,64,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,@CBS
62,0.0,Fri Sep 07 21:50:51 +0000 2018,0.0,1.0,0.0,63,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,@CBS
61,-0.5411,Fri Sep 07 23:15:09 +0000 2018,0.196,0.712,0.092,62,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",@CBS
60,0.0,Sat Sep 08 00:00:00 +0000 2018,0.0,1.0,0.0,61,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,@CBS
59,0.4215,Sat Sep 08 16:20:43 +0000 2018,0.0,0.851,0.149,60,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,@CBS
58,0.6705,Sun Sep 09 14:00:00 +0000 2018,0.0,0.744,0.256,59,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,@CBS
57,-0.2263,Sun Sep 09 23:36:09 +0000 2018,0.083,0.917,0.0,58,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",@CBS
56,0.0,Mon Sep 10 17:06:16 +0000 2018,0.0,1.0,0.0,57,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",@CBS
55,0.4753,Thu Sep 13 18:06:49 +0000 2018,0.083,0.699,0.218,56,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,@CBS
54,0.0,Thu Sep 13 20:28:06 +0000 2018,0.0,1.0,0.0,55,This just in... https://t.co/QG3OYF6Rfv,@CBS
53,0.0,Thu Sep 13 20:52:06 +0000 2018,0.0,1.0,0.0,54,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,@CBS
52,-0.2481,Fri Sep 14 18:22:59 +0000 2018,0.233,0.598,0.17,53,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",@CBS
51,-0.4322,Sat Sep 15 16:00:01 +0000 2018,0.159,0.771,0.07,52,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",@CBS
50,0.0,Sun Sep 16 14:33:46 +0000 2018,0.0,1.0,0.0,51,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,@CBS
49,-0.2263,Sun Sep 16 23:48:59 +0000 2018,0.091,0.909,0.0,50,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",@CBS
48,0.3612,Mon Sep 17 19:18:37 +0000 2018,0.0,0.737,0.263,49,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,@CBS
47,0.0,Mon Sep 17 21:41:20 +0000 2018,0.0,1.0,0.0,48,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,@CBS
46,0.9642,Mon Sep 17 22:01:52 +0000 2018,0.0,0.473,0.527,47,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",@CBS
45,0.6486,Tue Sep 18 17:04:20 +0000 2018,0.0,0.791,0.209,46,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,@CBS
44,-0.0531,Wed Sep 19 19:07:37 +0000 2018,0.236,0.588,0.176,45,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,@CBS
43,0.0,Thu Sep 20 16:47:26 +0000 2018,0.0,1.0,0.0,44,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,@CBS
42,0.7896,Thu Sep 20 21:38:21 +0000 2018,0.0,0.788,0.212,43,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,@CBS
41,0.296,Thu Sep 20 23:17:19 +0000 2018,0.0,0.891,0.109,42,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",@CBS
40,-0.1531,Fri Sep 21 17:46:26 +0000 2018,0.162,0.714,0.123,41,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,@CBS
39,0.296,Fri Sep 21 19:18:00 +0000 2018,0.098,0.758,0.144,40,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",@CBS
38,0.0,Sun Sep 23 14:00:00 +0000 2018,0.0,1.0,0.0,39,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,@CBS
37,-0.2263,Sun Sep 23 23:24:03 +0000 2018,0.087,0.913,0.0,38,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",@CBS
36,0.0,Mon Sep 24 18:56:15 +0000 2018,0.0,1.0,0.0,37,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",@CBS
35,0.0,Tue Sep 25 18:05:31 +0000 2018,0.0,1.0,0.0,36,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",@CBS
34,0.0,Tue Sep 25 18:34:26 +0000 2018,0.0,1.0,0.0,35,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",@CBS
33,0.7901,Tue Sep 25 19:45:33 +0000 2018,0.0,0.709,0.291,34,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,@CBS
32,0.0,Tue Sep 25 19:54:26 +0000 2018,0.0,1.0,0.0,33,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,@CBS
31,-0.2263,Tue Sep 25 20:31:45 +0000 2018,0.091,0.909,0.0,32,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",@CBS
30,-0.2714,Tue Sep 25 21:10:56 +0000 2018,0.138,0.764,0.098,31,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",@CBS
29,0.0,Wed Sep 26 17:25:43 +0000 2018,0.0,1.0,0.0,30,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",@CBS
28,0.6249,Wed Sep 26 19:57:54 +0000 2018,0.0,0.779,0.221,29,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",@CBS
27,0.1139,Wed Sep 26 21:49:27 +0000 2018,0.0,0.929,0.071,28,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,@CBS
26,0.0,Thu Sep 27 00:42:15 +0000 2018,0.0,1.0,0.0,27,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,@CBS
25,0.0,Thu Sep 27 00:44:13 +0000 2018,0.0,1.0,0.0,26,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,@CBS
24,-0.34,Thu Sep 27 16:58:08 +0000 2018,0.25,0.581,0.169,25,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,@CBS
23,0.0,Thu Sep 27 17:19:16 +0000 2018,0.0,1.0,0.0,24,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",@CBS
22,0.0,Thu Sep 27 20:01:53 +0000 2018,0.0,1.0,0.0,23,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,@CBS
21,0.0,Thu Sep 27 20:19:18 +0000 2018,0.0,1.0,0.0,22,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,@CBS
20,0.0,Fri Sep 28 16:51:50 +0000 2018,0.0,1.0,0.0,21,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",@CBS
19,0.0,Fri Sep 28 17:52:41 +0000 2018,0.0,1.0,0.0,20,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",@CBS
18,0.0,Fri Sep 28 20:16:14 +0000 2018,0.0,1.0,0.0,19,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",@CBS
17,0.0,Fri Sep 28 22:22:01 +0000 2018,0.0,1.0,0.0,18,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",@CBS
16,0.0,Sun Sep 30 14:34:18 +0000 2018,0.0,1.0,0.0,17,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,@CBS
15,0.6124,Sun Sep 30 17:00:00 +0000 2018,0.0,0.81,0.19,16,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,@CBS
14,-0.2263,Sun Sep 30 23:51:26 +0000 2018,0.091,0.909,0.0,15,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi",@CBS
13,0.296,Mon Oct 01 16:33:11 +0000 2018,0.0,0.864,0.136,14,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H,@CBS
12,0.0,Mon Oct 01 21:56:03 +0000 2018,0.0,1.0,0.0,13,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh,@CBS
11,0.0,Tue Oct 02 00:01:07 +0000 2018,0.0,1.0,0.0,12,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",@CBS
10,0.765,Tue Oct 02 01:10:54 +0000 2018,0.0,0.708,0.292,11,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ,@CBS
9,0.3182,Tue Oct 02 02:42:23 +0000 2018,0.0,0.881,0.119,10,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…",@CBS
8,0.0,Tue Oct 02 16:49:34 +0000 2018,0.0,1.0,0.0,9,"⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE",@CBS
7,0.1622,Tue Oct 02 17:52:53 +0000 2018,0.133,0.746,0.121,8,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO",@CBS
6,0.0,Tue Oct 02 18:36:26 +0000 2018,0.0,1.0,0.0,7,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw",@CBS
5,0.8858,Tue Oct 02 21:25:29 +0000 2018,0.0,0.646,0.354,6,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…,@CBS
4,0.6956,Wed Oct 03 17:05:20 +0000 2018,0.0,0.69,0.31,5,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj",@CBS
3,0.4939,Wed Oct 03 19:35:31 +0000 2018,0.0,0.849,0.151,4,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw",@CBS
2,0.7906,Wed Oct 03 23:39:03 +0000 2018,0.0,0.682,0.318,3,.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9,@CBS
1,0.0,Wed Oct 03 23:45:21 +0000 2018,0.0,1.0,0.0,2,@suferah_khan https://t.co/hkLN6VK6WI,@CBS
0,-0.3875,Thu Oct 04 00:34:37 +0000 2018,0.226,0.774,0.0,1,@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J,@CBS
