,Compound,Date,Negative,Neutral,Positive,Tweets ago,tweet_text,twitter source account
75,0.0,Wed Oct 03 13:44:06 +0000 2018,0.0,1.0,0.0,76,RT @NYTmag: THIS WEEK’S COVER: @ladygaga isn’t done shape-shifting yet. @rachsyme profiles the ‘‘A Star Is Born’’ actress in her latest rei…,@nytimes
74,-0.5719,Wed Oct 03 14:00:08 +0000 2018,0.163,0.837,0.0,75,"""After 11 years of trying to outrun depression and PTSD symptoms, I have finally concluded that it's faster than me… https://t.co/w8yuyOgn0U",@nytimes
73,0.4767,Wed Oct 03 14:15:01 +0000 2018,0.0,0.829,0.171,74,Late-night hosts were impressed by how quickly a (very) young Donald Trump had amassed his fortune https://t.co/NNHpmU1JtV,@nytimes
72,0.0,Wed Oct 03 14:30:17 +0000 2018,0.0,1.0,0.0,73,"RT @mikiebarb: On today’s Daily: for an investigation this big, we did things differently. A cold open in the locked room where it happened…",@nytimes
71,0.4215,Wed Oct 03 14:45:07 +0000 2018,0.0,0.872,0.128,72,The United States ambassador to NATO nearly set off a diplomatic incident on Tuesday when she suggested that the Un… https://t.co/v6qncLz0mH,@nytimes
70,0.0,Wed Oct 03 15:00:14 +0000 2018,0.0,1.0,0.0,71,"President Trump has long sold himself as a self-made billionaire, but a New York Times investigation found that he… https://t.co/nuhfYPqf1o",@nytimes
69,0.0,Wed Oct 03 15:15:09 +0000 2018,0.0,1.0,0.0,70,The earthquake turned the ground into jelly in a deadly churn that sent buildings flowing sideways even as they wer… https://t.co/B4FvHKUJtv,@nytimes
68,-0.2263,Wed Oct 03 15:29:04 +0000 2018,0.101,0.899,0.0,69,"In Opinion

Op-Ed contributors Thomas Meaney and Saskia Schäfer write, ""Right-wing protests in Germany these days a… https://t.co/nkZNHP7u0z",@nytimes
67,-0.296,Wed Oct 03 15:45:03 +0000 2018,0.095,0.905,0.0,68,"""For me, adulthood sank in when my first student loan payment was due. I realized that I had no idea where to begin… https://t.co/Irs977Opts",@nytimes
66,-0.0772,Wed Oct 03 15:54:06 +0000 2018,0.089,0.838,0.073,67,U.S. Senate Republicans are stepping up efforts to challenge Christine Blasey Ford’s credibility by confronting her… https://t.co/EfO8V4NEpb,@nytimes
65,0.4019,Wed Oct 03 16:00:13 +0000 2018,0.0,0.886,0.114,66,None of the 36 candidates the Republican Party is fielding for governor this year are black or Hispanic. Some in th… https://t.co/l7rV8NVMhs,@nytimes
64,0.4404,Wed Oct 03 16:16:03 +0000 2018,0.0,0.861,0.139,65,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver cre… https://t.co/1rh5S2jXSs",@nytimes
63,0.0,Wed Oct 03 16:30:07 +0000 2018,0.0,1.0,0.0,64,The University of Mississippi wants to remove the name of a major benefactor to its journalism school after his con… https://t.co/wo4VoWYlQ4,@nytimes
62,-0.3597,Wed Oct 03 16:45:06 +0000 2018,0.116,0.884,0.0,63,"By the Book: Kate Atkinson, author of ""Transcription,"" wants ""absolutely no one"" to write her life story. ""If I was… https://t.co/9eGM7qVs6O",@nytimes
61,-0.296,Wed Oct 03 17:00:10 +0000 2018,0.167,0.721,0.113,62,"Retaliatory tariffs enacted by China — on things like whiskey, pork and cranberries — could have a big negative imp… https://t.co/FzOMF0OJ8s",@nytimes
60,-0.8807,Wed Oct 03 17:10:04 +0000 2018,0.349,0.651,0.0,61,"""I’m sad that I might have caused people anguish in the job, or made people unhappy,"" says the ""Mad Men"" creator Ma… https://t.co/vRlArSldgJ",@nytimes
59,0.6369,Wed Oct 03 17:15:06 +0000 2018,0.0,0.794,0.206,60,RT @NYTHealth: Heart patients had every reason to be excited about these powerful new cholesterol drugs. Until they found they couldn't get…,@nytimes
58,-0.5106,Wed Oct 03 17:20:11 +0000 2018,0.148,0.852,0.0,59,Phones across the U.S. will soon buzz with a “presidential alert.” Don’t panic: It’s the first nationwide test of a… https://t.co/ukuauFvKiN,@nytimes
57,0.25,Wed Oct 03 17:31:08 +0000 2018,0.117,0.721,0.162,58,3 of the Republican senators who could decide whether Brett Kavanaugh joins the Supreme Court condemn President Tru… https://t.co/9ObPQdMGYJ,@nytimes
56,0.0,Wed Oct 03 17:45:04 +0000 2018,0.0,1.0,0.0,57,"U.S. Secretary of State Pompeo says the U.S. will withdraw from a 1955 treaty it signed with Iran, hours after the… https://t.co/TJuwbyTWkV",@nytimes
55,0.4019,Wed Oct 03 18:00:21 +0000 2018,0.0,0.876,0.124,56,Your first job out of college is a lot different than your summer internships. Here's a 3-month checklist to help y… https://t.co/HlrTU3gy2L,@nytimes
54,-0.2263,Wed Oct 03 18:15:06 +0000 2018,0.091,0.909,0.0,55,"""People won’t forget that,"" said Frank McKenna, a former Canadian ambassador to the U.S. ""I think that’s now deep i… https://t.co/ZYnN1NTBjU",@nytimes
53,0.7506,Wed Oct 03 18:30:09 +0000 2018,0.0,0.72,0.28,54,This recipe is perfect for those nights when you want dinner to be cold. And it can easily be made vegetarian. https://t.co/3iiyJR5xIx,@nytimes
52,0.0,Wed Oct 03 18:35:31 +0000 2018,0.0,1.0,0.0,53,Priyanka Chopra is investing in dating and social media app Bumble. It's the second company in her budding start-up… https://t.co/9WzEFql0kF,@nytimes
51,0.8074,Wed Oct 03 18:44:45 +0000 2018,0.0,0.61,0.39,52,Curious about what ordinary Canadians think of the negotiations for the United States-Mexico-Canada Agreement? The… https://t.co/cGog8ZKJi7,@nytimes
50,0.4939,Wed Oct 03 18:50:08 +0000 2018,0.15,0.547,0.303,51,"She joked, she danced, she survived. A year after her party conference speech ended in disaster, Theresa May perfor… https://t.co/VNUmi1uh4Z",@nytimes
49,0.7096,Wed Oct 03 19:08:25 +0000 2018,0.0,0.688,0.312,50,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/NuIeMg2Zx7",@nytimes
48,0.0,Wed Oct 03 19:15:08 +0000 2018,0.0,1.0,0.0,49,"RT @mccanner: We're five weeks out from the midterm elections. A lot's going to happen, and we found an entirely new way to bring you the a…",@nytimes
47,0.2023,Wed Oct 03 19:22:36 +0000 2018,0.0,0.917,0.083,48,"In the 1980s, Fred Trump made an important structural change to his empire that produced a big new source of revenu… https://t.co/hJj60piApB",@nytimes
46,0.0,Wed Oct 03 19:35:07 +0000 2018,0.0,1.0,0.0,47,"The race for Tennessee's Senate seat pits self-described ""hard-core,"" pro-Trump Republican Rep. Marsha Blackburn ag… https://t.co/eK114dQcXG",@nytimes
45,0.2732,Wed Oct 03 19:50:04 +0000 2018,0.0,0.89,0.11,46,Student loan servicer Navient is supposed to guide borrowers who qualify for a loan forgiveness program for public… https://t.co/8arhGg6dTL,@nytimes
44,0.0,Wed Oct 03 20:05:03 +0000 2018,0.0,1.0,0.0,45,President Trump did not offer an outright denial of the facts in our investigation. Nor did Sarah Huckabee Sanders… https://t.co/YOCz7vfULC,@nytimes
43,0.0,Wed Oct 03 20:09:58 +0000 2018,0.0,1.0,0.0,44,Here are the key takeaways of our investigation. Donald Trump received the equivalent today of at least $413 millio… https://t.co/OHBy9js4hf,@nytimes
42,0.7906,Wed Oct 03 20:20:05 +0000 2018,0.0,0.75,0.25,43,"Since 1901, the Nobel Prize in Chemistry has been won by 177 people. Frances H. Arnold just became only the fifth w… https://t.co/x7s71nXDnZ",@nytimes
41,-0.296,Wed Oct 03 20:36:05 +0000 2018,0.109,0.891,0.0,42,"China may be stepping back from the free-market, pro-business policies that transformed it into the world’s No. 2 e… https://t.co/5Ejn2UWTHO",@nytimes
40,0.0,Wed Oct 03 20:50:05 +0000 2018,0.0,1.0,0.0,41,"GM's self-driving car unit has raised billions from outsiders, though it has not yet produced a vehicle. https://t.co/LybxYqHxnI",@nytimes
39,-0.7906,Wed Oct 03 21:05:05 +0000 2018,0.32,0.68,0.0,40,Obscene photos. Vulgar texts. Dancers forced to leave. New York City Ballet is facing a #MeToo reckoning in its mos… https://t.co/rEvtABagGg,@nytimes
38,0.7351,Wed Oct 03 21:17:02 +0000 2018,0.0,0.788,0.212,39,"RT @katierogers: As she makes her first big solo trip abroad, Mrs. Trump seems ready to show another side of herself: the happy one. https:…",@nytimes
37,-0.3182,Wed Oct 03 21:32:06 +0000 2018,0.126,0.874,0.0,38,A journalist sharply critical of Saudi Arabia's leadership entered the kingdom's consulate in Istanbul on Tuesday t… https://t.co/3RSuZcJyGn,@nytimes
36,-0.296,Wed Oct 03 21:47:02 +0000 2018,0.091,0.909,0.0,37,"No mo' MoMaCha: A judge says that a New York cafe must change its name after the Museum of Modern Art, also known a… https://t.co/nyWbaX0mv3",@nytimes
35,-0.2023,Wed Oct 03 22:02:40 +0000 2018,0.113,0.806,0.081,36,"RT @nytopinion: Threats have been building for the last year against to the E.P.A.'s Office of Children’s Health Protection, which plays a…",@nytimes
34,0.5106,Wed Oct 03 22:17:46 +0000 2018,0.0,0.864,0.136,35,"By Nov. 22, 1997, Donald Trump and his siblings owned nearly all of their father’s real estate empire free and clea… https://t.co/MghiWCmx8z",@nytimes
33,0.7506,Wed Oct 03 22:32:07 +0000 2018,0.0,0.748,0.252,34,RT @nytopinion: 650+ law professors (and counting) believe Brett Kavanaugh lacks the judicial temperament to be approved to the Supreme Cou…,@nytimes
32,-0.34,Wed Oct 03 22:45:04 +0000 2018,0.103,0.897,0.0,33,"""The real-world and social-media combat we’ve been in for the past two years over what kind of country this is — wh… https://t.co/HQ7wd5k5yx",@nytimes
31,0.0,Wed Oct 03 23:02:02 +0000 2018,0.0,1.0,0.0,32,"In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial tempe… https://t.co/4AlJ85oAxu",@nytimes
30,0.0,Wed Oct 03 23:17:07 +0000 2018,0.0,1.0,0.0,31,Evening Briefing: Here's what you need to know at the end of the day https://t.co/dTRMCcnXx5,@nytimes
29,0.0,Wed Oct 03 23:27:02 +0000 2018,0.0,1.0,0.0,30,"RT @kchangnyt: One day after Donna Strickland became the third woman to receive a physics Nobel, Frances Arnold of Caltech is just the fift…",@nytimes
28,0.296,Wed Oct 03 23:41:03 +0000 2018,0.0,0.879,0.121,29,How will the outcome of the 2018 midterm elections directly impact college students? Join political correspondent… https://t.co/tLgGHMeQxs,@nytimes
27,-0.6124,Wed Oct 03 23:51:03 +0000 2018,0.208,0.792,0.0,28,RT @nytpolitics: Are bar fights a rite of passage? The Brett Kavanaugh nomination has sparked an odd debate on social media. https://t.co/L…,@nytimes
26,0.0,Thu Oct 04 00:06:03 +0000 2018,0.0,1.0,0.0,27,Everything you need to know going into the winner-take-all American League wild-card game https://t.co/DWWXK7L7AM,@nytimes
25,-0.4215,Thu Oct 04 00:17:06 +0000 2018,0.141,0.859,0.0,26,A stampede prompted by a loud popping sound at a concert in Central Park raised questions about the city’s ability… https://t.co/SdoTpSnOUV,@nytimes
24,0.4215,Thu Oct 04 00:27:01 +0000 2018,0.0,0.887,0.113,25,RT @KevinQ: Lesser-known but handy feature alert: there's a link under each of our live poll maps to see the 2016 presidential precinct map…,@nytimes
23,-0.765,Thu Oct 04 00:37:05 +0000 2018,0.336,0.664,0.0,24,A 90-year-old California man was charged in his stepdaughter’s death after her Fitbit showed her heart stopped beat… https://t.co/8TGmodfyUc,@nytimes
22,0.0,Thu Oct 04 01:01:06 +0000 2018,0.0,1.0,0.0,23,Evening Briefing: Here's what you need to know at the end of the day https://t.co/1ylPGJSwi1,@nytimes
21,-0.4404,Thu Oct 04 01:11:02 +0000 2018,0.132,0.868,0.0,22,RT @jmartNYT: Cruzmentum: New GOP track has @tedcruz pulling into eight-point lead after Kavanaugh hearings and sustained attacks on @BetoO…,@nytimes
20,0.0,Thu Oct 04 01:22:03 +0000 2018,0.0,1.0,0.0,21,In our On Politics newsletter: The most out-there theories of 2018; texting about our new texting project; and a ru… https://t.co/wXnAEtXp6r,@nytimes
19,0.0,Thu Oct 04 01:26:00 +0000 2018,0.0,1.0,0.0,20,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/z8lYREKk4h,@nytimes
18,-0.4939,Thu Oct 04 01:27:35 +0000 2018,0.158,0.842,0.0,19,"RT @adamjdean: Buildings destroyed by the earthquake in the Balaroa neighbourhood of #palu, Indonesia. More pics online: https://t.co/4gHgT…",@nytimes
17,0.0,Thu Oct 04 01:36:04 +0000 2018,0.0,1.0,0.0,18,"The NYT movie review of ""A Star Is Born"" https://t.co/yHKwQmMI0t",@nytimes
16,0.4019,Thu Oct 04 01:47:05 +0000 2018,0.07,0.801,0.129,17,"This is the story of an elephant named Happy, who has been living alone at the zoo for the past 12 years. Now a new… https://t.co/iBUZ4yUOQh",@nytimes
15,0.4019,Thu Oct 04 02:02:03 +0000 2018,0.0,0.876,0.124,16,"“I, too, was sexually assaulted”: Connie Chung, the veteran TV news anchor, voiced her support for Dr. Christine Bl… https://t.co/uQaZjJb2yc",@nytimes
14,-0.2732,Thu Oct 04 02:12:03 +0000 2018,0.104,0.896,0.0,15,"Teachers are suing Navient, saying the student loan servicer fouled up their attempts to get into a loan forgivenes… https://t.co/PyOpETqtp9",@nytimes
13,0.5574,Thu Oct 04 02:22:05 +0000 2018,0.074,0.661,0.264,14,RT @GlennThrush: The top federal official responsible for enforcing fair lending laws has a 14-year history of racially charged comments ab…,@nytimes
12,0.6369,Thu Oct 04 02:32:05 +0000 2018,0.0,0.776,0.224,13,Heart patients had every reason to be excited about these powerful new cholesterol drugs. Until they found they cou… https://t.co/geHDOt0WDK,@nytimes
11,-0.5267,Thu Oct 04 02:41:56 +0000 2018,0.162,0.769,0.069,12,"RT @alanblinder: Seven law enforcement officers were shot, at least one fatally, on Wednesday in South Carolina. A top lawmaker says the su…",@nytimes
10,0.0,Thu Oct 04 02:47:02 +0000 2018,0.0,1.0,0.0,11,Americans used to vote at much higher rates — sometimes above 80%. Why did that change? https://t.co/EY2Qnr90zx,@nytimes
9,-0.8176,Thu Oct 04 03:02:05 +0000 2018,0.333,0.667,0.0,10,The FBI arrested a man suspected of sending envelopes thought to contain the deadly poison ricin to the Pentagon. T… https://t.co/ItOfxjnp8t,@nytimes
8,0.0,Thu Oct 04 03:17:00 +0000 2018,0.0,1.0,0.0,9,"RT @kchangnyt: A new solar system discovery points to a ninth planet. (No, not Pluto). https://t.co/8JwBYSabzk",@nytimes
7,0.34,Thu Oct 04 03:30:13 +0000 2018,0.0,0.882,0.118,8,"RT @TylerKepner: The last time the Yankees played the Red Sox in the postseason, Gleyber Torres was 7 years old.",@nytimes
6,0.4005,Thu Oct 04 03:32:05 +0000 2018,0.0,0.77,0.23,7,"The 19 fall cookbooks @NYTFood is most excited about 
https://t.co/oPsV9tyMy6",@nytimes
5,0.743,Thu Oct 04 03:37:23 +0000 2018,0.0,0.785,0.215,6,RT @NYTSports: Get ready for Yankees-Red Sox in the next round. The Yankees polished off the A's with a 7-2 wild-card win to advance to the…,@nytimes
4,0.0,Thu Oct 04 03:40:05 +0000 2018,0.0,1.0,0.0,5,Bring on the Red Sox. The Yankees beat the Athletics to advance to the next round of the playoffs. https://t.co/M5URwnDvQO,@nytimes
3,0.2023,Thu Oct 04 03:47:03 +0000 2018,0.0,0.893,0.107,4,"Researchers at Johns Hopkins University have recommended that psilocybin, the compound found in hallucinogenic mush… https://t.co/KGCIP1I473",@nytimes
2,0.7717,Thu Oct 04 04:02:02 +0000 2018,0.0,0.688,0.312,3,The cracks in African elephants’ skin help them keep cool and stay healthy. A new explanation for how those cracks… https://t.co/54DUHTisTd,@nytimes
1,0.2716,Thu Oct 04 04:17:03 +0000 2018,0.0,0.905,0.095,2,"RT @nytopinion: Judicial temperament is one of the most important qualities of a judge, write more than 650 law professors (and counting),…",@nytimes
0,-0.1832,Thu Oct 04 04:32:05 +0000 2018,0.151,0.732,0.116,1,"Even Senator Lindsey Graham, Judge Kavanaugh’s most outspoken supporter, called President Trump’s attack on Dr. Chr… https://t.co/Nfs3xVcY5t",@nytimes
