,Compound,Date,Negative,Neutral,Positive,Tweets ago,tweet_text,twitter source account
72,0.6808,Sat Sep 29 08:11:46 +0000 2018,0.0,0.763,0.237,73,RT @BBCOne: .@LadyGaga &amp; Jodie Whittaker playing the #DoctorWho theme tune on the theremin is a joy to behold. #TheGNShow https://t.co/0aLu…,@BBC
71,-0.5267,Sat Sep 29 09:01:02 +0000 2018,0.254,0.746,0.0,72,"This school became a national leader by focusing on a neglected subject... 

https://t.co/5c7iSPT3rc",@BBC
70,0.4939,Sat Sep 29 10:03:05 +0000 2018,0.0,0.819,0.181,71,"What's it like growing up with tourettes?

Brother and sister Jack and Rebecca describe how people react to their t… https://t.co/VXY3jdCbEu",@BBC
69,-0.186,Sat Sep 29 11:03:02 +0000 2018,0.227,0.616,0.156,70,"""New York City is underwhelming"". 😳😳😳
 
#UnpopularOpinion was HARSH this week. 😂 @gregjames

https://t.co/pSz5eP8YbR",@BBC
68,-0.5256,Sat Sep 29 13:01:07 +0000 2018,0.253,0.747,0.0,69,"This is the world's most dangerous city to be a woman. 

https://t.co/v1qrWFF6B6",@BBC
67,0.0,Sat Sep 29 14:03:07 +0000 2018,0.0,1.0,0.0,68,"'What do I know her from again?' 🤔📺

These are the TV actors who pop up in everything. https://t.co/XLQBs5bE5p https://t.co/DJWV8U3OhY",@BBC
66,0.7088,Sat Sep 29 15:02:04 +0000 2018,0.0,0.671,0.329,67,"Always start by playing paper! 👊✋✌️

This is how to win at rock-paper-scissors... 

https://t.co/2VzUFq74FT",@BBC
65,0.5499,Sat Sep 29 15:54:38 +0000 2018,0.0,0.871,0.129,66,"RT @BBCEngland: Benny the beluga whale is spending his fifth day in the Thames but appears to be healthy and swimming normally, the Port of…",@BBC
64,-0.7003,Sat Sep 29 16:01:07 +0000 2018,0.293,0.707,0.0,65,"'My children bought back the car I sold to pay for wife's cancer treatment'. ❤️️🚘

https://t.co/xOJwzbgGlE https://t.co/Tx3WYCkCXu",@BBC
63,0.4215,Sat Sep 29 17:02:12 +0000 2018,0.0,0.865,0.135,64,🐣😍 Conservationists have been monitoring the progress of rare Leach's storm petrel chicks on the remote Scottish ar… https://t.co/KzMHUIysAO,@BBC
62,0.4215,Sat Sep 29 20:32:03 +0000 2018,0.0,0.743,0.257,63,Chile has launched a huge hiking route through its Patagonian wilderness. 🌲😍🏔  https://t.co/WFIcKZe5Hv https://t.co/RLKjTx2Emo,@BBC
61,0.5859,Sun Sep 30 07:04:02 +0000 2018,0.0,0.774,0.226,62,"This. Is. Amazing. 😮

Introducing the World Pole Climbing Championships...

https://t.co/osulkhFFhQ",@BBC
60,0.0,Sun Sep 30 07:31:05 +0000 2018,0.124,0.752,0.124,61,"For children with autism, the stress of taking photos can be overwhelming. To make things easier, eight-year-old Le… https://t.co/U3hpweRK0D",@BBC
59,-0.5994,Sun Sep 30 08:30:16 +0000 2018,0.302,0.698,0.0,60,RT @BBCWorld: Indonesia quake death toll 'at least 832' https://t.co/1VCcXxRrR4,@BBC
58,0.0,Sun Sep 30 09:04:02 +0000 2018,0.0,1.0,0.0,59,"🐻 Say hello to Kyra the sun bear... 

https://t.co/UvDxsG3QO1",@BBC
57,-0.7579,Sun Sep 30 10:00:00 +0000 2018,0.251,0.701,0.048,58,"This is disgusting. 😔

The Citarum River in Indonesia is one of the dirtiest rivers in the world. 

Plastic polluti… https://t.co/F6z2NpXseT",@BBC
56,0.1531,Sun Sep 30 11:02:01 +0000 2018,0.0,0.873,0.127,57,"Going on a night out can be challenging when you're a wheelchair user. 

https://t.co/YvvQ1SnosW",@BBC
55,-0.4767,Sun Sep 30 12:31:04 +0000 2018,0.162,0.838,0.0,56,The lush green mosses of East Antarctica are finally succumbing to climate change. 💔 https://t.co/z7j8jcx6TO https://t.co/r7C9gypVhC,@BBC
54,0.0,Sun Sep 30 12:44:04 +0000 2018,0.0,1.0,0.0,55,Kanye West is changing his name... to Ye. https://t.co/TMRrrzJuKX https://t.co/0ZkgnEbFkA,@BBC
53,0.0,Sun Sep 30 13:06:04 +0000 2018,0.0,1.0,0.0,54,"""Dyslexia tries to kick my butt daily - but I won't let it beat me"". 

https://t.co/EmtRJC2V5G",@BBC
52,-0.296,Sun Sep 30 14:02:04 +0000 2018,0.099,0.901,0.0,53,"In Japan, 'aki no koe' refers to autumn's voice, which incorporates all the sounds of the season: the wind rustling… https://t.co/2fynWfK1Wu",@BBC
51,0.0,Sun Sep 30 15:03:03 +0000 2018,0.0,1.0,0.0,52,"This is the incredible story of how London dug the Victoria Line! 🚇

https://t.co/F8MsetBclS",@BBC
50,0.0,Sun Sep 30 16:01:09 +0000 2018,0.113,0.773,0.113,51,"🕺✨ @Joe_Sugg says he worried that he was the 'joke act' in this year's #Strictly. 

https://t.co/FmKBnEJeoX https://t.co/O1GfHHBJud",@BBC
49,0.4574,Sun Sep 30 16:22:25 +0000 2018,0.0,0.875,0.125,50,"RT @BBCOne: To mark 30 years in music, we’re making a @takethat documentary special and WE NEED YOU! 

Head to https://t.co/WiKSYB8coP to s…",@BBC
48,0.5106,Sun Sep 30 16:22:42 +0000 2018,0.063,0.769,0.167,49,"RT @BBCOne: #TheCry ""is the perfect replacement for #Bodyguard, a twisting, turning whodunit that leaves you questioning everybody."" The Te…",@BBC
47,0.0,Sun Sep 30 17:16:03 +0000 2018,0.0,1.0,0.0,48,Tonight it's the first @BBCStrictly results show! Find out which couples have made it through and which two will be… https://t.co/vytPpS8tTl,@BBC
46,0.0,Sun Sep 30 19:03:02 +0000 2018,0.0,1.0,0.0,47,"A mother’s life disintegrates while the world looks on. 

#TheCry | 9pm | @BBCOne | https://t.co/hDRdVsMamq https://t.co/2SrLnoKGLi",@BBC
45,0.6239,Sun Sep 30 19:39:53 +0000 2018,0.0,0.687,0.313,46,RT @bbcstrictly: Wow. #Strictly Movie Week looks wand-erful! 🧙‍♂️✨ https://t.co/3Iko29h06s,@BBC
44,0.4753,Sun Sep 30 20:21:03 +0000 2018,0.0,0.843,0.157,45,"RT @BBCOne: “I see women out with their babies walking around like it’s nothing… I just want to yell out at them, “You’re amazing!” @Jenna_…",@BBC
43,-0.872,Mon Oct 01 07:03:05 +0000 2018,0.398,0.602,0.0,44,"Last year @higeorgeshelley's sister died in an accident. 

He opens up about grief and how to cope.

https://t.co/4SajjiJI6e",@BBC
42,-0.875,Mon Oct 01 07:32:01 +0000 2018,0.5,0.5,0.0,43,Persistent chemical pollution threatens the future of killer whales. 💔 https://t.co/wJJIQj8WLK https://t.co/saSP4leLjt,@BBC
41,0.7845,Mon Oct 01 08:02:02 +0000 2018,0.0,0.734,0.266,42,"Start your Monday the right way. Watch Tom Hardy explain to a child why we should love all things equally. 💔😭

https://t.co/646n5wwjvL",@BBC
40,0.0,Mon Oct 01 09:04:02 +0000 2018,0.0,1.0,0.0,41,"We cannot WAIT for the new Doctor Who series! @bbcdoctorwho #TheGNShow

https://t.co/BkxpymO5Be",@BBC
39,-0.7351,Mon Oct 01 09:46:54 +0000 2018,0.237,0.763,0.0,40,RT @BBCRadio4: We conducted the world's largest survey on loneliness and discovered that 16-24 year olds are the loneliest age group. Read…,@BBC
38,0.3818,Mon Oct 01 10:03:06 +0000 2018,0.134,0.591,0.274,39,"Turns out it's *quite* difficult to keep a straight face while testing laughing gas...

https://t.co/nFlgKY7NuY",@BBC
37,0.7003,Mon Oct 01 11:03:02 +0000 2018,0.0,0.655,0.345,38,"This Amazing Human uses coffee to give homeless people a second chance. ☕️💛#InternationalCoffeeDay

https://t.co/wOc1ce2B3J",@BBC
36,-0.5574,Mon Oct 01 12:08:21 +0000 2018,0.167,0.833,0.0,37,"Geoffrey Hayes, who hosted long-running children's TV show, Rainbow, has died aged 76.
👉 https://t.co/10XDMpYCiz https://t.co/vPs5odJKqy",@BBC
35,0.128,Mon Oct 01 12:33:03 +0000 2018,0.137,0.705,0.159,36,"😂😃😐 Can you spot a fake laugh? 

Take this quiz to find out. 👉 https://t.co/LAFjV5ggf7 https://t.co/sFjlLRwzQK",@BBC
34,0.7456,Mon Oct 01 13:03:06 +0000 2018,0.0,0.689,0.311,35,"🎶🌟@LadyGaga and Jodie Whittaker playing the #DoctorWho theme tune on the theremin is AMAZING. #TheGNShow

https://t.co/PEwaE9tzNH",@BBC
33,0.0,Mon Oct 01 13:04:26 +0000 2018,0.0,1.0,0.0,34,"RT @bbcgetinspired: 'I'm a Muslim woman, I'm visually-impaired and I'm a boxer' 🥊🥊 #GetInspired 

https://t.co/zJorjZokVM",@BBC
32,0.0,Mon Oct 01 14:01:07 +0000 2018,0.0,1.0,0.0,33,"An Astrophysicist? A World Traveller? CEO of the British Library? 🔭📚🤷

Illustrator Sir Quentin Blake has reimagined… https://t.co/PqXhCcoHH9",@BBC
31,0.0,Mon Oct 01 15:00:02 +0000 2018,0.0,1.0,0.0,32,These scientists have found plastic in every area of the Arctic; there are about 225 trillion particles in the whol… https://t.co/UoKtCXow1b,@BBC
30,0.0,Mon Oct 01 15:48:02 +0000 2018,0.0,1.0,0.0,31,"RT @CBeebiesHQ: Cuddle up cheek to cheek!

Sharon D. Clarke is back for tonight's #BedtimeStory 😴📚

The biographical tale of Ella Fitzgeral…",@BBC
29,0.7506,Mon Oct 01 16:05:44 +0000 2018,0.0,0.748,0.252,30,"RT @BBCFood: 🥕 It's World Vegetarian Day and we're celebrating all things veggie. Whether you're looking for a quick lunch, a healthy trayb…",@BBC
28,0.0,Mon Oct 01 17:16:04 +0000 2018,0.0,1.0,0.0,29,"A 19-year-old university student has described his photograph of a white fallow buck sneezing as a ""one-in-a-millio… https://t.co/A1q3ZEIz2z",@BBC
27,-0.128,Mon Oct 01 19:00:01 +0000 2018,0.081,0.919,0.0,28,Wildlife biologist @LizBonnin visits scientists working at the cutting edge of plastics research. She works with le… https://t.co/rSc4ZR9MEX,@BBC
26,-0.6486,Tue Oct 02 06:09:05 +0000 2018,0.202,0.798,0.0,27,"More than half of the world's killer whales could be wiped out by man-made chemicals, scientists say.  https://t.co/w1SaxVchyO",@BBC
25,0.0,Tue Oct 02 07:05:06 +0000 2018,0.0,1.0,0.0,26,"👛 Do you know where your tips go? 

A guide to how tipping works in restaurants.
👉 https://t.co/CNU4t3iogG https://t.co/7dcsckQwcG",@BBC
24,-0.7964,Tue Oct 02 08:00:09 +0000 2018,0.321,0.679,0.0,25,"In January 1918, the Spanish flu swept the world and killed more people than WW1. 
#TheFluThatKilled50Million https://t.co/WinYKnWfSA",@BBC
23,0.0,Tue Oct 02 09:10:44 +0000 2018,0.0,1.0,0.0,24,RT @bbccomedy: ‘There She Goes’ starring @JefficaHoons and David Tennant comes to @BBCFOUR on October 16th. https://t.co/tH37Wg5TBC,@BBC
22,-0.6705,Tue Oct 02 09:22:00 +0000 2018,0.231,0.769,0.0,23,"Over 300,000 marine animals are killed after becoming entangled in fishing gear every year. 
#DrowningInPlastic… https://t.co/WmFqGMo8Es",@BBC
21,0.6696,Tue Oct 02 10:16:58 +0000 2018,0.0,0.728,0.272,22,"❤️💃🏻 Ballet is still the love of Joyce's life at 98-years-old! 
#WorldBalletDay https://t.co/nzr3Jy1wbS",@BBC
20,0.0,Tue Oct 02 10:27:17 +0000 2018,0.0,1.0,0.0,21,"RT @BBCSport: SPOTY is back - and there are some big changes.

The BBC Sports Personality of the Year 2018 contenders will be revealed on t…",@BBC
19,0.5719,Tue Oct 02 10:47:27 +0000 2018,0.0,0.829,0.171,20,"Donna Strickland has become the first woman to have won the #NobelPrize in Physics in 55 years. 
👉… https://t.co/hGIojnR1W0",@BBC
18,0.0,Tue Oct 02 12:05:04 +0000 2018,0.0,1.0,0.0,19,"Jodie Whittaker. New Doctor...and a 'Shat Lass'.
#TheGNShow #DoctorWho https://t.co/25HwEbjAfn",@BBC
17,0.5994,Tue Oct 02 13:05:03 +0000 2018,0.0,0.795,0.205,18,"🍲😋 A bowl of warm, hearty stew is always a welcome sight on a cold day.

From a classic beef stew to a vegetarian h… https://t.co/1X1qdk14Oh",@BBC
16,-0.2732,Tue Oct 02 14:06:04 +0000 2018,0.242,0.554,0.204,17,Two scientists who discovered how to fight cancer using the body's immune system have won the 2018 #NobelPrize for… https://t.co/fIj6Ly7Z3u,@BBC
15,0.7096,Tue Oct 02 16:06:02 +0000 2018,0.0,0.766,0.234,16,"In 2002, Iberian Lynx were the rarest cats in the world. But then something remarkable happened... https://t.co/iEVCaSDvjN",@BBC
14,0.4019,Tue Oct 02 17:06:06 +0000 2018,0.0,0.847,0.153,15,"The gender reveal party that sparked a massive 47,000 acre wildfire. 
👉 https://t.co/b0Xc17AuK5 https://t.co/ROh8TOMH7K",@BBC
13,-0.802,Tue Oct 02 17:55:03 +0000 2018,0.427,0.573,0.0,14,Knife crime is up 22%. Who are the victims and what’s to blame? https://t.co/ZEAml31p9m,@BBC
12,0.0,Tue Oct 02 19:02:07 +0000 2018,0.0,1.0,0.0,13,"Discover the extraordinary story of how a small Scottish bank grew to briefly become the biggest in the world, befo… https://t.co/OQpgOJ7edi",@BBC
11,0.0,Wed Oct 03 06:08:02 +0000 2018,0.0,1.0,0.0,12,"""Oh, I'm so sorry,"" and other things not to say to amputees. 
(via @BBCThree) https://t.co/L8eiOleNyi",@BBC
10,-0.6124,Wed Oct 03 07:04:08 +0000 2018,0.185,0.815,0.0,11,"🐧 A zoo has been forced to fill its new penguin exhibit with models, as a shortage of birds means it is unable to g… https://t.co/BmSAy8zQJP",@BBC
9,0.0,Wed Oct 03 08:01:24 +0000 2018,0.0,1.0,0.0,10,"RT @BBCRadio2: 🥁Drumroll please!🥁

Our brand new Breakfast Show host is @ZoeTheBall! 👏

https://t.co/th597DBxQI https://t.co/dbfQgMsuHO",@BBC
8,-0.5574,Wed Oct 03 08:02:04 +0000 2018,0.247,0.753,0.0,9,"19-year-old rapper Kitch has a stutter when he speaks - but when he performs, it usually disappears. https://t.co/tVXhIeAwEg",@BBC
7,0.2732,Wed Oct 03 11:01:02 +0000 2018,0.0,0.89,0.11,8,"🕺🎙 'Tom Daley was an Elvis impersonator - with his dad'

10 surprising things we learned from @TomDaley1994’s… https://t.co/NGQAEEJWdl",@BBC
6,0.7299,Wed Oct 03 11:57:04 +0000 2018,0.0,0.695,0.305,7,"That time @RyanGosling was training to be an astronaut and DEFINITELY WASN'T (was) sick. 
#TheGNShow https://t.co/mf8dnizxAV",@BBC
5,0.0,Wed Oct 03 13:04:03 +0000 2018,0.0,1.0,0.0,6,"🌙 'Leonardo da Vinci was the first recorded person to realise what a crescent moon was.'

Nine out of this world fa… https://t.co/cpzfOniwxA",@BBC
4,0.0,Wed Oct 03 15:58:03 +0000 2018,0.0,1.0,0.0,5,🍜 The humble origins of an incredibly versatile food – the potted history of instant noodles. https://t.co/3RMBZ33zFY,@BBC
3,0.4404,Wed Oct 03 16:55:01 +0000 2018,0.0,0.868,0.132,4,❤️ Couples will soon be able to choose a civil partnership instead of a marriage thanks to Rebecca and Charles. https://t.co/nampxOV5ur,@BBC
2,0.5411,Wed Oct 03 17:03:42 +0000 2018,0.0,0.851,0.149,3,RT @BBCnireland: ✍ @BBCApprentice is back tonight on @BBCOne so here are some tips to get you hired! - https://t.co/gc5KSIFQf1 https://t.co…,@BBC
1,0.0,Wed Oct 03 17:59:01 +0000 2018,0.0,1.0,0.0,2,🎧❤️ Dementia playlists are making such a big difference to these people.  https://t.co/ojVDVuP6to,@BBC
0,0.4939,Wed Oct 03 19:04:04 +0000 2018,0.0,0.819,0.181,1,"The search for Lord Sugar's next business partner begins, and this year the challenges are bigger and better than e… https://t.co/El1AyC5sXs",@BBC
